edge_id,pair_id,source,target,domain,weight,source_name,target_name,source_institution,target_institution,source_country,target_country
gwasma-f--manavalan-p#sti,gwasma-f--manavalan-p,gwasma-f,manavalan-p,sti,1,"Gwasma, Francis","Manavalan, Preeti",,,Tanzania,
gwasma-f--mlangi-j#sti,gwasma-f--mlangi-j,gwasma-f,mlangi-j,sti,1,"Gwasma, Francis","Mlangi, Jerome J",,,Tanzania,Tanzania
gwasma-f--mmbaga-b#sti,gwasma-f--mmbaga-b,gwasma-f,mmbaga-b,sti,1,"Gwasma, Francis","Mmbaga, Blandina T",,,Tanzania,Tanzania
gwasma-f--prakash-t#sti,gwasma-f--prakash-t,gwasma-f,prakash-t,sti,1,"Gwasma, Francis","Prakash, Tarun",,,Tanzania,
gwasma-f--rahim-f#sti,gwasma-f--rahim-f,gwasma-f,rahim-f,sti,1,"Gwasma, Francis","Rahim, Faraan",,Harvard University,Tanzania,United States
gwasma-f--sakita-f#sti,gwasma-f--sakita-f,gwasma-f,sakita-f,sti,1,"Gwasma, Francis","Sakita, Francis M",,,Tanzania,Tanzania
gwasma-f--thielman-n#sti,gwasma-f--thielman-n,gwasma-f,thielman-n,sti,1,"Gwasma, Francis","Thielman, Nathan M",,,Tanzania,
gwasma-f--vaidyanathan-a#sti,gwasma-f--vaidyanathan-a,gwasma-f,vaidyanathan-a,sti,1,"Gwasma, Francis","Vaidyanathan, Arthi",,,Tanzania,
gwasma-f--wanda-l#sti,gwasma-f--wanda-l,gwasma-f,wanda-l,sti,1,"Gwasma, Francis","Wanda, Lisa",,,Tanzania,Tanzania
gwasma-f--wang-c#sti,gwasma-f--wang-c,gwasma-f,wang-c,sti,1,"Gwasma, Francis","Wang, Chunyan",,,Tanzania,
gwasma-f--zebedayo-r#sti,gwasma-f--zebedayo-r,gwasma-f,zebedayo-r,sti,1,"Gwasma, Francis","Zebedayo, Rennyda",,,Tanzania,Tanzania
hertz-j--jafar-t#sti,hertz-j--jafar-t,hertz-j,jafar-t,sti,1,"Hertz, Julian T","Jafar, Tazeen H",,Duke-NUS Medical School,,Singapore
hertz-j--kweka-g#sti,hertz-j--kweka-g,hertz-j,kweka-g,sti,1,"Hertz, Julian T","Kweka, Godfrey L",,,,Tanzania
hertz-j--manavalan-p#sti,hertz-j--manavalan-p,hertz-j,manavalan-p,sti,1,"Hertz, Julian T","Manavalan, Preeti",,,,
hertz-j--mlangi-j#sti,hertz-j--mlangi-j,hertz-j,mlangi-j,sti,1,"Hertz, Julian T","Mlangi, Jerome J",,,,Tanzania
hertz-j--mmbaga-b#sti,hertz-j--mmbaga-b,hertz-j,mmbaga-b,sti,1,"Hertz, Julian T","Mmbaga, Blandina T",,,,Tanzania
hertz-j--prakash-t#sti,hertz-j--prakash-t,hertz-j,prakash-t,sti,1,"Hertz, Julian T","Prakash, Tarun",,,,
hertz-j--rahim-f#sti,hertz-j--rahim-f,hertz-j,rahim-f,sti,1,"Hertz, Julian T","Rahim, Faraan",,Harvard University,,United States
hertz-j--sakita-f#sti,hertz-j--sakita-f,hertz-j,sakita-f,sti,1,"Hertz, Julian T","Sakita, Francis M",,,,Tanzania
hertz-j--thielman-n#sti,hertz-j--thielman-n,hertz-j,thielman-n,sti,1,"Hertz, Julian T","Thielman, Nathan M",,,,
hertz-j--vaidyanathan-a#sti,hertz-j--vaidyanathan-a,hertz-j,vaidyanathan-a,sti,1,"Hertz, Julian T","Vaidyanathan, Arthi",,,,
hertz-j--wanda-l#sti,hertz-j--wanda-l,hertz-j,wanda-l,sti,1,"Hertz, Julian T","Wanda, Lisa",,,,Tanzania
hertz-j--wang-c#sti,hertz-j--wang-c,hertz-j,wang-c,sti,1,"Hertz, Julian T","Wang, Chunyan",,,,
hertz-j--zebedayo-r#sti,hertz-j--zebedayo-r,hertz-j,zebedayo-r,sti,1,"Hertz, Julian T","Zebedayo, Rennyda",,,,Tanzania
jafar-t--kweka-g#sti,jafar-t--kweka-g,jafar-t,kweka-g,sti,1,"Jafar, Tazeen H","Kweka, Godfrey L",Duke-NUS Medical School,,Singapore,Tanzania
jafar-t--manavalan-p#sti,jafar-t--manavalan-p,jafar-t,manavalan-p,sti,1,"Jafar, Tazeen H","Manavalan, Preeti",Duke-NUS Medical School,,Singapore,
jafar-t--mlangi-j#sti,jafar-t--mlangi-j,jafar-t,mlangi-j,sti,1,"Jafar, Tazeen H","Mlangi, Jerome J",Duke-NUS Medical School,,Singapore,Tanzania
jafar-t--mmbaga-b#sti,jafar-t--mmbaga-b,jafar-t,mmbaga-b,sti,1,"Jafar, Tazeen H","Mmbaga, Blandina T",Duke-NUS Medical School,,Singapore,Tanzania
jafar-t--prakash-t#sti,jafar-t--prakash-t,jafar-t,prakash-t,sti,1,"Jafar, Tazeen H","Prakash, Tarun",Duke-NUS Medical School,,Singapore,
jafar-t--rahim-f#sti,jafar-t--rahim-f,jafar-t,rahim-f,sti,1,"Jafar, Tazeen H","Rahim, Faraan",Duke-NUS Medical School,Harvard University,Singapore,United States
jafar-t--sakita-f#sti,jafar-t--sakita-f,jafar-t,sakita-f,sti,1,"Jafar, Tazeen H","Sakita, Francis M",Duke-NUS Medical School,,Singapore,Tanzania
jafar-t--thielman-n#sti,jafar-t--thielman-n,jafar-t,thielman-n,sti,1,"Jafar, Tazeen H","Thielman, Nathan M",Duke-NUS Medical School,,Singapore,
jafar-t--vaidyanathan-a#sti,jafar-t--vaidyanathan-a,jafar-t,vaidyanathan-a,sti,1,"Jafar, Tazeen H","Vaidyanathan, Arthi",Duke-NUS Medical School,,Singapore,
jafar-t--wanda-l#sti,jafar-t--wanda-l,jafar-t,wanda-l,sti,1,"Jafar, Tazeen H","Wanda, Lisa",Duke-NUS Medical School,,Singapore,Tanzania
jafar-t--wang-c#sti,jafar-t--wang-c,jafar-t,wang-c,sti,1,"Jafar, Tazeen H","Wang, Chunyan",Duke-NUS Medical School,,Singapore,
jafar-t--zebedayo-r#sti,jafar-t--zebedayo-r,jafar-t,zebedayo-r,sti,1,"Jafar, Tazeen H","Zebedayo, Rennyda",Duke-NUS Medical School,,Singapore,Tanzania
kweka-g--manavalan-p#sti,kweka-g--manavalan-p,kweka-g,manavalan-p,sti,1,"Kweka, Godfrey L","Manavalan, Preeti",,,Tanzania,
kweka-g--mlangi-j#sti,kweka-g--mlangi-j,kweka-g,mlangi-j,sti,1,"Kweka, Godfrey L","Mlangi, Jerome J",,,Tanzania,Tanzania
kweka-g--mmbaga-b#sti,kweka-g--mmbaga-b,kweka-g,mmbaga-b,sti,1,"Kweka, Godfrey L","Mmbaga, Blandina T",,,Tanzania,Tanzania
kweka-g--prakash-t#sti,kweka-g--prakash-t,kweka-g,prakash-t,sti,1,"Kweka, Godfrey L","Prakash, Tarun",,,Tanzania,
kweka-g--rahim-f#sti,kweka-g--rahim-f,kweka-g,rahim-f,sti,1,"Kweka, Godfrey L","Rahim, Faraan",,Harvard University,Tanzania,United States
kweka-g--sakita-f#sti,kweka-g--sakita-f,kweka-g,sakita-f,sti,1,"Kweka, Godfrey L","Sakita, Francis M",,,Tanzania,Tanzania
kweka-g--thielman-n#sti,kweka-g--thielman-n,kweka-g,thielman-n,sti,1,"Kweka, Godfrey L","Thielman, Nathan M",,,Tanzania,
kweka-g--vaidyanathan-a#sti,kweka-g--vaidyanathan-a,kweka-g,vaidyanathan-a,sti,1,"Kweka, Godfrey L","Vaidyanathan, Arthi",,,Tanzania,
kweka-g--wanda-l#sti,kweka-g--wanda-l,kweka-g,wanda-l,sti,1,"Kweka, Godfrey L","Wanda, Lisa",,,Tanzania,Tanzania
kweka-g--wang-c#sti,kweka-g--wang-c,kweka-g,wang-c,sti,1,"Kweka, Godfrey L","Wang, Chunyan",,,Tanzania,
kweka-g--zebedayo-r#sti,kweka-g--zebedayo-r,kweka-g,zebedayo-r,sti,1,"Kweka, Godfrey L","Zebedayo, Rennyda",,,Tanzania,Tanzania
manavalan-p--mlangi-j#sti,manavalan-p--mlangi-j,manavalan-p,mlangi-j,sti,1,"Manavalan, Preeti","Mlangi, Jerome J",,,,Tanzania
manavalan-p--mmbaga-b#sti,manavalan-p--mmbaga-b,manavalan-p,mmbaga-b,sti,1,"Manavalan, Preeti","Mmbaga, Blandina T",,,,Tanzania
manavalan-p--prakash-t#sti,manavalan-p--prakash-t,manavalan-p,prakash-t,sti,1,"Manavalan, Preeti","Prakash, Tarun",,,,
manavalan-p--rahim-f#sti,manavalan-p--rahim-f,manavalan-p,rahim-f,sti,1,"Manavalan, Preeti","Rahim, Faraan",,Harvard University,,United States
manavalan-p--sakita-f#sti,manavalan-p--sakita-f,manavalan-p,sakita-f,sti,1,"Manavalan, Preeti","Sakita, Francis M",,,,Tanzania
manavalan-p--thielman-n#sti,manavalan-p--thielman-n,manavalan-p,thielman-n,sti,1,"Manavalan, Preeti","Thielman, Nathan M",,,,
manavalan-p--vaidyanathan-a#sti,manavalan-p--vaidyanathan-a,manavalan-p,vaidyanathan-a,sti,1,"Manavalan, Preeti","Vaidyanathan, Arthi",,,,
manavalan-p--wanda-l#sti,manavalan-p--wanda-l,manavalan-p,wanda-l,sti,1,"Manavalan, Preeti","Wanda, Lisa",,,,Tanzania
manavalan-p--wang-c#sti,manavalan-p--wang-c,manavalan-p,wang-c,sti,1,"Manavalan, Preeti","Wang, Chunyan",,,,
manavalan-p--zebedayo-r#sti,manavalan-p--zebedayo-r,manavalan-p,zebedayo-r,sti,1,"Manavalan, Preeti","Zebedayo, Rennyda",,,,Tanzania
mlangi-j--mmbaga-b#sti,mlangi-j--mmbaga-b,mlangi-j,mmbaga-b,sti,1,"Mlangi, Jerome J","Mmbaga, Blandina T",,,Tanzania,Tanzania
mlangi-j--prakash-t#sti,mlangi-j--prakash-t,mlangi-j,prakash-t,sti,1,"Mlangi, Jerome J","Prakash, Tarun",,,Tanzania,
mlangi-j--rahim-f#sti,mlangi-j--rahim-f,mlangi-j,rahim-f,sti,1,"Mlangi, Jerome J","Rahim, Faraan",,Harvard University,Tanzania,United States
mlangi-j--sakita-f#sti,mlangi-j--sakita-f,mlangi-j,sakita-f,sti,1,"Mlangi, Jerome J","Sakita, Francis M",,,Tanzania,Tanzania
mlangi-j--thielman-n#sti,mlangi-j--thielman-n,mlangi-j,thielman-n,sti,1,"Mlangi, Jerome J","Thielman, Nathan M",,,Tanzania,
mlangi-j--vaidyanathan-a#sti,mlangi-j--vaidyanathan-a,mlangi-j,vaidyanathan-a,sti,1,"Mlangi, Jerome J","Vaidyanathan, Arthi",,,Tanzania,
mlangi-j--wanda-l#sti,mlangi-j--wanda-l,mlangi-j,wanda-l,sti,1,"Mlangi, Jerome J","Wanda, Lisa",,,Tanzania,Tanzania
mlangi-j--wang-c#sti,mlangi-j--wang-c,mlangi-j,wang-c,sti,1,"Mlangi, Jerome J","Wang, Chunyan",,,Tanzania,
mlangi-j--zebedayo-r#sti,mlangi-j--zebedayo-r,mlangi-j,zebedayo-r,sti,1,"Mlangi, Jerome J","Zebedayo, Rennyda",,,Tanzania,Tanzania
mmbaga-b--prakash-t#sti,mmbaga-b--prakash-t,mmbaga-b,prakash-t,sti,1,"Mmbaga, Blandina T","Prakash, Tarun",,,Tanzania,
mmbaga-b--rahim-f#sti,mmbaga-b--rahim-f,mmbaga-b,rahim-f,sti,1,"Mmbaga, Blandina T","Rahim, Faraan",,Harvard University,Tanzania,United States
mmbaga-b--sakita-f#sti,mmbaga-b--sakita-f,mmbaga-b,sakita-f,sti,1,"Mmbaga, Blandina T","Sakita, Francis M",,,Tanzania,Tanzania
mmbaga-b--thielman-n#sti,mmbaga-b--thielman-n,mmbaga-b,thielman-n,sti,1,"Mmbaga, Blandina T","Thielman, Nathan M",,,Tanzania,
mmbaga-b--vaidyanathan-a#sti,mmbaga-b--vaidyanathan-a,mmbaga-b,vaidyanathan-a,sti,1,"Mmbaga, Blandina T","Vaidyanathan, Arthi",,,Tanzania,
mmbaga-b--wanda-l#sti,mmbaga-b--wanda-l,mmbaga-b,wanda-l,sti,1,"Mmbaga, Blandina T","Wanda, Lisa",,,Tanzania,Tanzania
mmbaga-b--wang-c#sti,mmbaga-b--wang-c,mmbaga-b,wang-c,sti,1,"Mmbaga, Blandina T","Wang, Chunyan",,,Tanzania,
mmbaga-b--zebedayo-r#sti,mmbaga-b--zebedayo-r,mmbaga-b,zebedayo-r,sti,1,"Mmbaga, Blandina T","Zebedayo, Rennyda",,,Tanzania,Tanzania
prakash-t--rahim-f#sti,prakash-t--rahim-f,prakash-t,rahim-f,sti,1,"Prakash, Tarun","Rahim, Faraan",,Harvard University,,United States
prakash-t--sakita-f#sti,prakash-t--sakita-f,prakash-t,sakita-f,sti,1,"Prakash, Tarun","Sakita, Francis M",,,,Tanzania
prakash-t--thielman-n#sti,prakash-t--thielman-n,prakash-t,thielman-n,sti,1,"Prakash, Tarun","Thielman, Nathan M",,,,
prakash-t--vaidyanathan-a#sti,prakash-t--vaidyanathan-a,prakash-t,vaidyanathan-a,sti,1,"Prakash, Tarun","Vaidyanathan, Arthi",,,,
prakash-t--wanda-l#sti,prakash-t--wanda-l,prakash-t,wanda-l,sti,1,"Prakash, Tarun","Wanda, Lisa",,,,Tanzania
prakash-t--wang-c#sti,prakash-t--wang-c,prakash-t,wang-c,sti,1,"Prakash, Tarun","Wang, Chunyan",,,,
prakash-t--zebedayo-r#sti,prakash-t--zebedayo-r,prakash-t,zebedayo-r,sti,1,"Prakash, Tarun","Zebedayo, Rennyda",,,,Tanzania
rahim-f--sakita-f#sti,rahim-f--sakita-f,rahim-f,sakita-f,sti,1,"Rahim, Faraan","Sakita, Francis M",Harvard University,,United States,Tanzania
rahim-f--thielman-n#sti,rahim-f--thielman-n,rahim-f,thielman-n,sti,1,"Rahim, Faraan","Thielman, Nathan M",Harvard University,,United States,
rahim-f--vaidyanathan-a#sti,rahim-f--vaidyanathan-a,rahim-f,vaidyanathan-a,sti,1,"Rahim, Faraan","Vaidyanathan, Arthi",Harvard University,,United States,
rahim-f--wanda-l#sti,rahim-f--wanda-l,rahim-f,wanda-l,sti,1,"Rahim, Faraan","Wanda, Lisa",Harvard University,,United States,Tanzania
rahim-f--wang-c#sti,rahim-f--wang-c,rahim-f,wang-c,sti,1,"Rahim, Faraan","Wang, Chunyan",Harvard University,,United States,
rahim-f--zebedayo-r#sti,rahim-f--zebedayo-r,rahim-f,zebedayo-r,sti,1,"Rahim, Faraan","Zebedayo, Rennyda",Harvard University,,United States,Tanzania
sakita-f--thielman-n#sti,sakita-f--thielman-n,sakita-f,thielman-n,sti,1,"Sakita, Francis M","Thielman, Nathan M",,,Tanzania,
sakita-f--vaidyanathan-a#sti,sakita-f--vaidyanathan-a,sakita-f,vaidyanathan-a,sti,1,"Sakita, Francis M","Vaidyanathan, Arthi",,,Tanzania,
sakita-f--wanda-l#sti,sakita-f--wanda-l,sakita-f,wanda-l,sti,1,"Sakita, Francis M","Wanda, Lisa",,,Tanzania,Tanzania
sakita-f--wang-c#sti,sakita-f--wang-c,sakita-f,wang-c,sti,1,"Sakita, Francis M","Wang, Chunyan",,,Tanzania,
sakita-f--zebedayo-r#sti,sakita-f--zebedayo-r,sakita-f,zebedayo-r,sti,1,"Sakita, Francis M","Zebedayo, Rennyda",,,Tanzania,Tanzania
thielman-n--vaidyanathan-a#sti,thielman-n--vaidyanathan-a,thielman-n,vaidyanathan-a,sti,1,"Thielman, Nathan M","Vaidyanathan, Arthi",,,,
thielman-n--wanda-l#sti,thielman-n--wanda-l,thielman-n,wanda-l,sti,1,"Thielman, Nathan M","Wanda, Lisa",,,,Tanzania
thielman-n--wang-c#sti,thielman-n--wang-c,thielman-n,wang-c,sti,1,"Thielman, Nathan M","Wang, Chunyan",,,,
thielman-n--zebedayo-r#sti,thielman-n--zebedayo-r,thielman-n,zebedayo-r,sti,1,"Thielman, Nathan M","Zebedayo, Rennyda",,,,Tanzania
vaidyanathan-a--wanda-l#sti,vaidyanathan-a--wanda-l,vaidyanathan-a,wanda-l,sti,1,"Vaidyanathan, Arthi","Wanda, Lisa",,,,Tanzania
vaidyanathan-a--wang-c#sti,vaidyanathan-a--wang-c,vaidyanathan-a,wang-c,sti,1,"Vaidyanathan, Arthi","Wang, Chunyan",,,,
vaidyanathan-a--zebedayo-r#sti,vaidyanathan-a--zebedayo-r,vaidyanathan-a,zebedayo-r,sti,1,"Vaidyanathan, Arthi","Zebedayo, Rennyda",,,,Tanzania
wanda-l--wang-c#sti,wanda-l--wang-c,wanda-l,wang-c,sti,1,"Wanda, Lisa","Wang, Chunyan",,,Tanzania,
wanda-l--zebedayo-r#sti,wanda-l--zebedayo-r,wanda-l,zebedayo-r,sti,1,"Wanda, Lisa","Zebedayo, Rennyda",,,Tanzania,Tanzania
wang-c--zebedayo-r#sti,wang-c--zebedayo-r,wang-c,zebedayo-r,sti,1,"Wang, Chunyan","Zebedayo, Rennyda",,,,Tanzania
bae-k--balakrishnan-n#rti,bae-k--balakrishnan-n,bae-k,balakrishnan-n,rti,1,"Bae, Ki Hyun","Balakrishnan, Nithiyaa","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
bae-k--hui-j#rti,bae-k--hui-j,bae-k,hui-j,rti,1,"Bae, Ki Hyun","Hui, James H P","Agency for Science, Technology and Research",National University of Singapore,Singapore,Singapore
bae-k--le-d#rti,bae-k--le-d,bae-k,le-d,rti,1,"Bae, Ki Hyun","Le, Dao Thi Hong","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
bae-k--seow-b#rti,bae-k--seow-b,bae-k,seow-b,rti,1,"Bae, Ki Hyun","Seow, Brandon Yi Loong","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
bae-k--yang-c#rti,bae-k--yang-c,bae-k,yang-c,rti,1,"Bae, Ki Hyun","Yang, Chia-Jui","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
bae-k--yang-y#rti,bae-k--yang-y,bae-k,yang-y,rti,1,"Bae, Ki Hyun","Yang, Yuanhang","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
bae-k--zhang-y#rti,bae-k--zhang-y,bae-k,zhang-y,rti,1,"Bae, Ki Hyun","Zhang, Yu","Agency for Science, Technology and Research",,Singapore,China
bae-k--zhao-g#rti,bae-k--zhao-g,bae-k,zhao-g,rti,1,"Bae, Ki Hyun","Zhao, Gui","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
bae-k--zhao-x#rti,bae-k--zhao-x,bae-k,zhao-x,rti,1,"Bae, Ki Hyun","Zhao, Xinxin","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
balakrishnan-n--hui-j#rti,balakrishnan-n--hui-j,balakrishnan-n,hui-j,rti,1,"Balakrishnan, Nithiyaa","Hui, James H P","Agency for Science, Technology and Research",National University of Singapore,Singapore,Singapore
balakrishnan-n--le-d#rti,balakrishnan-n--le-d,balakrishnan-n,le-d,rti,1,"Balakrishnan, Nithiyaa","Le, Dao Thi Hong","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
balakrishnan-n--seow-b#rti,balakrishnan-n--seow-b,balakrishnan-n,seow-b,rti,1,"Balakrishnan, Nithiyaa","Seow, Brandon Yi Loong","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
balakrishnan-n--yang-c#rti,balakrishnan-n--yang-c,balakrishnan-n,yang-c,rti,1,"Balakrishnan, Nithiyaa","Yang, Chia-Jui","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
balakrishnan-n--yang-y#rti,balakrishnan-n--yang-y,balakrishnan-n,yang-y,rti,1,"Balakrishnan, Nithiyaa","Yang, Yuanhang","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
balakrishnan-n--zhang-y#rti,balakrishnan-n--zhang-y,balakrishnan-n,zhang-y,rti,1,"Balakrishnan, Nithiyaa","Zhang, Yu","Agency for Science, Technology and Research",,Singapore,China
balakrishnan-n--zhao-g#rti,balakrishnan-n--zhao-g,balakrishnan-n,zhao-g,rti,1,"Balakrishnan, Nithiyaa","Zhao, Gui","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
balakrishnan-n--zhao-x#rti,balakrishnan-n--zhao-x,balakrishnan-n,zhao-x,rti,1,"Balakrishnan, Nithiyaa","Zhao, Xinxin","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
hui-j--le-d#rti,hui-j--le-d,hui-j,le-d,rti,1,"Hui, James H P","Le, Dao Thi Hong",National University of Singapore,"Agency for Science, Technology and Research",Singapore,Singapore
hui-j--seow-b#rti,hui-j--seow-b,hui-j,seow-b,rti,1,"Hui, James H P","Seow, Brandon Yi Loong",National University of Singapore,"Agency for Science, Technology and Research",Singapore,Singapore
hui-j--yang-c#rti,hui-j--yang-c,hui-j,yang-c,rti,1,"Hui, James H P","Yang, Chia-Jui",National University of Singapore,"Agency for Science, Technology and Research",Singapore,Singapore
hui-j--yang-y#rti,hui-j--yang-y,hui-j,yang-y,rti,1,"Hui, James H P","Yang, Yuanhang",National University of Singapore,"Agency for Science, Technology and Research",Singapore,Singapore
hui-j--zhang-y#rti,hui-j--zhang-y,hui-j,zhang-y,rti,1,"Hui, James H P","Zhang, Yu",National University of Singapore,,Singapore,China
hui-j--zhao-g#rti,hui-j--zhao-g,hui-j,zhao-g,rti,1,"Hui, James H P","Zhao, Gui",National University of Singapore,"Agency for Science, Technology and Research",Singapore,Singapore
hui-j--zhao-x#rti,hui-j--zhao-x,hui-j,zhao-x,rti,1,"Hui, James H P","Zhao, Xinxin",National University of Singapore,"Agency for Science, Technology and Research",Singapore,Singapore
le-d--seow-b#rti,le-d--seow-b,le-d,seow-b,rti,1,"Le, Dao Thi Hong","Seow, Brandon Yi Loong","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
le-d--yang-c#rti,le-d--yang-c,le-d,yang-c,rti,1,"Le, Dao Thi Hong","Yang, Chia-Jui","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
le-d--yang-y#rti,le-d--yang-y,le-d,yang-y,rti,1,"Le, Dao Thi Hong","Yang, Yuanhang","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
le-d--zhang-y#rti,le-d--zhang-y,le-d,zhang-y,rti,1,"Le, Dao Thi Hong","Zhang, Yu","Agency for Science, Technology and Research",,Singapore,China
le-d--zhao-g#rti,le-d--zhao-g,le-d,zhao-g,rti,1,"Le, Dao Thi Hong","Zhao, Gui","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
le-d--zhao-x#rti,le-d--zhao-x,le-d,zhao-x,rti,1,"Le, Dao Thi Hong","Zhao, Xinxin","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
seow-b--yang-c#rti,seow-b--yang-c,seow-b,yang-c,rti,1,"Seow, Brandon Yi Loong","Yang, Chia-Jui","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
seow-b--yang-y#rti,seow-b--yang-y,seow-b,yang-y,rti,1,"Seow, Brandon Yi Loong","Yang, Yuanhang","Agency for Science, Technology and Research","Agency for Science, Technology and Research",Singapore,Singapore
seow-b--zhang-y#rti,seow-b--zhang-y,seow-b,zhang-y,rti,1,"Seow, Brandon Yi Loong","Zhang, Yu","Agency for Science, Technology and Research",,Singapore,China
